wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
7,6,19,22,18,15,22,3,6,0.5,69,1.0,1,0.992378049,0.4,0,0,8.571428571,1,0.7143
2,1,0,5,5,1,1,5,2,2.0,15,0.0,0,0.0,0.625,0,0,6.5,1,0.5
14,7,0,14,96,51,2,13,4,0.782051282,774,1.0,0,0.980568012,0.214285714,0,0,53.42857143,6,1.7857
3,1,0,12,29,1,1,11,2,0.5,143,1.0,0,0.0,0.5,0,0,46.33333333,12,4.0
9,2,0,11,33,36,1,10,1,2.0,440,0.0,0,0.555555556,0.320987654,1,1,47.88888889,8,3.4444
14,3,0,8,33,65,0,8,14,0.91025641,404,1.0,1,0.74,0.595238095,1,2,27.0,2,1.0
1,1,0,28,1,0,28,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
0,1,0,0,0,0,0,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0
11,2,0,5,21,49,2,3,9,0.85,106,0.5,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182
37,3,1,22,95,0,4,20,21,0.71031746,1118,1.0,1,0.730769231,0.126689189,2,11,29.02702703,6,1.2973
2,5,0,5,11,1,0,5,2,2.0,66,0.0,0,0.982142857,0.75,3,8,31.5,1,0.5
6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5
8,4,0,6,35,4,0,6,7,0.714285714,265,1.0,0,0.917647059,0.46875,3,3,31.375,5,1.375
1,1,0,6,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,0,0,14,18,4,2,12,2,0.666666667,88,1.0,0,0.0,0.833333333,0,0,20.75,2,0.75
4,4,0,5,6,4,1,4,4,0.666666667,26,1.0,0,0.964285714,0.45,0,0,5.25,1,0.75
7,1,0,9,29,21,5,4,7,1.166666667,113,1.0,0,0.0,0.25,0,0,15.0,3,1.2857
5,3,0,15,40,4,1,15,4,0.5,224,1.0,1,0.9375,0.36,2,5,43.6,12,3.0
2,1,0,2,3,1,2,0,1,1.0,12,0.0,0,0.0,1.0,0,0,4.0,0,0.0
4,2,0,5,25,0,1,4,4,0.333333333,187,1.0,0,0.950819672,0.5,1,7,45.0,8,2.5
7,6,0,6,38,0,4,4,3,0.766666667,196,1.0,1,0.99086758,0.285714286,0,0,26.28571429,2,1.1429
16,2,0,13,60,34,4,9,9,0.866666667,483,0.375,0,0.464285714,0.258928571,0,0,28.6875,8,2.4375
8,1,0,4,22,0,0,4,6,0.428571429,169,1.0,0,0.0,0.625,0,0,19.875,7,1.625
23,5,0,37,128,153,29,18,12,0.897306397,1181,0.888888889,3,0.967407407,0.173913043,1,7,49.17391304,18,2.913
23,3,3,35,76,161,18,23,20,0.827272727,417,0.8,2,0.903225806,0.169565217,2,16,16.91304348,4,1.1304
9,5,4,12,23,6,5,8,8,0.75,125,0.0,1,0.875,0.355555556,4,15,12.66666667,6,1.7778
3,1,0,1,5,0,1,0,3,1.0,224,1.0,0,0.0,0.833333333,0,0,72.66666667,8,4.6667
11,1,0,48,37,23,41,8,6,0.55,187,0.5,1,0.0,0.18,0,0,15.81818182,7,1.3636
4,3,0,3,17,4,0,3,3,0.666666667,152,1.0,0,0.925,0.75,1,1,36.75,1,0.75
8,2,0,8,35,12,0,8,5,0.5,262,1.0,0,0.588235294,0.375,0,0,31.5,6,2.0
4,5,0,5,9,6,1,4,3,2.0,64,0.0,0,0.9765625,0.4375,1,6,15.0,4,1.5
1,1,0,6,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
12,2,0,7,36,36,1,7,8,0.865612648,505,1.0,4,0.541666667,0.319444444,1,3,39.16666667,14,3.6667
2,1,0,2,3,1,1,1,1,2.0,7,0.0,0,0.857142857,0.75,0,0,2.5,1,0.5
3,4,0,1,4,1,0,1,2,0.5,426,0.0,0,0.976190476,1.0,0,0,140.6666667,1,0.3333
19,1,2,25,22,129,22,4,19,0.916666667,130,1.0,2,0.0,0.203007519,0,0,5.315789474,3,1.0526
11,3,0,3,24,17,0,3,10,0.671428571,309,1.0,0,0.787234043,0.545454545,0,0,26.45454545,11,1.9091
11,1,0,12,43,49,1,11,1,0.7,197,1.0,0,0.470588235,0.4,1,4,16.81818182,9,1.6364
18,4,0,41,70,21,6,38,14,0.588235294,900,1.0,0,0.811111111,0.238095238,2,9,48.77777778,20,4.0556
4,2,0,4,8,4,1,3,0,0.666666667,55,1.0,0,0.7,0.375,1,2,12.25,6,2.0
10,3,0,13,25,43,0,13,6,0.833333333,116,1.0,2,0.741935484,0.333333333,1,2,10.4,2,0.9
1,1,0,4,1,0,4,0,0,2.0,111,0.0,0,0.0,0.0,0,0,88.0,0,0.0
9,4,0,2,15,36,0,2,9,2.0,52,0.0,0,0.921568627,0.416666667,0,0,4.777777778,1,0.8889
13,1,0,48,36,58,35,16,13,0.805555556,183,1.0,4,0.0,0.196581197,0,0,12.61538462,6,1.5385
34,1,0,15,34,561,3,13,34,2.0,34,0.0,0,0.0,0.119485294,0,0,0.0,1,1.0
5,3,0,2,8,10,1,1,4,1.25,26,0.0,0,0.923076923,0.5,1,2,4.0,1,0.4
4,4,0,12,13,6,0,12,4,2.0,59,0.0,0,0.96969697,0.4375,2,4,13.75,3,1.25
12,2,0,10,67,52,0,10,8,0.848484848,589,0.666666667,0,0.375,0.363636364,2,4,47.83333333,8,2.25
9,1,0,6,20,0,4,2,9,0.5,112,1.0,0,0.0,0.259259259,0,0,11.22222222,3,1.5556
3,1,0,1,15,3,0,1,3,1.5,124,1.0,0,0.0,0.333333333,0,0,40.0,6,2.6667
5,1,0,10,27,0,5,6,5,0.25,112,1.0,1,0.0,0.44,0,0,21.2,3,1.2
9,2,0,5,22,0,2,3,4,0.375,143,1.0,1,0.533333333,0.416666667,1,2,14.66666667,2,1.2222
9,2,7,21,15,36,15,8,8,2.0,51,0.0,0,0.789473684,0.285714286,1,7,4.666666667,2,1.1111
3,3,0,4,14,1,0,4,2,0.5,37,1.0,1,0.965517241,0.555555556,1,4,11.0,1,0.6667
58,1,0,12,96,0,3,10,5,0.679425837,3337,0.454545455,2,0.0,0.163793103,0,0,56.34482759,6,1.4828
24,3,0,17,48,250,12,8,19,0.881987578,238,1.0,2,0.290322581,0.223602484,0,0,8.625,3,1.1667
4,1,0,0,12,6,0,0,4,2.0,50,0.0,0,0.0,0.5,0,0,11.5,2,1.0
8,2,0,4,22,4,1,3,4,0.767857143,273,1.0,2,0.708333333,0.291666667,1,2,31.125,6,2.375
4,1,0,3,12,0,2,1,4,0.0,46,1.0,0,0.0,0.5,0,0,10.25,1,0.75
4,4,0,5,6,4,1,4,4,0.666666667,26,1.0,0,0.964285714,0.45,0,0,5.25,1,0.75
33,2,2,16,70,0,3,14,20,0.565625,3041,1.0,2,0.184210526,0.174479167,1,3,90.84848485,2,1.0606
1,1,0,0,2,0,0,0,1,2.0,4,0.0,0,0.0,1.0,0,0,3.0,0,0.0
3,1,6,13,4,3,12,1,3,2.0,8,0.0,0,0.0,0.666666667,0,0,1.666666667,1,0.6667
1,1,0,5,1,0,5,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
6,1,0,5,26,1,1,4,5,1.0,145,0.375,1,0.0,0.36,0,0,21.83333333,10,2.1667
6,2,0,6,5,9,1,6,6,0.666666667,36,1.0,3,0.868421053,0.444444444,1,20,4.5,1,0.8333
4,1,0,6,4,6,4,2,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
25,3,0,27,85,172,10,22,24,0.863636364,589,1.0,4,0.714285714,0.141818182,2,8,22.12,13,2.28
14,2,1,6,22,27,5,1,14,0.798076923,176,1.0,0,0.1875,0.535714286,0,0,11.0,5,1.2857
11,2,0,5,21,43,2,3,9,0.85,116,0.5,0,0.578947368,0.418181818,1,6,9.363636364,2,1.0
18,3,0,4,35,111,0,4,16,0.81372549,200,1.0,0,0.76056338,0.311111111,1,2,9.777777778,5,1.2778
8,3,0,10,47,20,1,10,5,0.642857143,250,1.0,1,0.769230769,0.285714286,0,0,30.0,6,1.5
5,1,0,7,12,4,5,2,5,0.583333333,57,1.0,0,0.0,0.4,0,0,9.8,1,0.8
5,1,0,7,18,0,1,6,3,0.5,153,1.0,2,0.0,0.5,0,0,28.8,4,1.6
6,1,0,4,17,0,3,1,6,0.7,183,0.0,0,0.0,0.722222222,0,0,28.5,7,1.8333
1,1,0,9,1,0,9,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
4,2,0,6,10,4,1,5,2,0.666666667,27,1.0,1,0.5,0.5,0,0,5.5,1,0.5
13,1,0,15,22,24,14,1,13,0.75,177,0.166666667,1,0.0,0.384615385,1,1,12.15384615,3,1.0769
15,2,0,12,16,67,9,3,15,0.867346939,104,1.0,1,0.125,0.293333333,0,0,5.466666667,1,0.9333
2,2,0,8,5,1,1,8,1,2.0,145,0.0,0,0.75,0.571428571,0,0,71.5,1,0.5
3,1,0,0,9,1,0,0,2,0.5,44,1.0,0,0.0,0.5,0,0,12.66666667,2,0.6667
9,3,0,9,20,26,1,9,6,0.84375,81,0.75,0,0.853658537,0.325,1,1,7.555555556,2,0.7778
3,3,0,4,9,3,0,4,1,2.0,33,0.0,0,0.945945946,0.777777778,1,1,10.0,1,0.6667
2,1,0,5,5,1,1,5,2,2.0,15,0.0,0,0.0,0.625,0,0,6.5,1,0.5
8,2,2,9,14,18,9,2,5,0.904761905,69,0.666666667,2,0.88,0.416666667,1,3,7.25,2,1.25
2,3,0,0,3,1,0,0,2,2.0,229,0.0,0,0.974358974,1.0,0,0,113.5,1,0.5
4,3,0,1,15,6,0,1,3,1.333333333,1166,0.0,0,0.926829268,0.333333333,0,0,271.25,2,1.0
7,5,0,5,18,0,1,4,5,0.708333333,126,1.0,0,0.848484848,0.476190476,2,5,16.42857143,5,1.2857
22,1,0,14,52,107,13,5,9,0.866071429,648,0.8125,5,0.0,0.166666667,0,0,27.72727273,12,2.9545
8,1,1,25,37,2,1,24,8,0.428571429,264,1.0,2,0.0,0.392857143,0,0,31.75,1,0.875
17,5,1,17,41,0,8,11,16,0.645833333,282,0.666666667,2,0.892857143,0.165775401,2,9,15.41176471,7,1.8824
12,1,0,21,35,66,6,15,9,2.0,316,0.0,0,0.0,0.295454545,0,0,25.33333333,3,1.6667
12,2,0,5,24,46,1,4,10,0.818181818,141,0.5,0,0.55,0.5,1,6,10.58333333,2,0.8333
3,2,0,8,19,3,0,8,3,2.0,88,0.0,0,0.75,0.555555556,0,0,28.33333333,8,3.0
8,1,0,3,30,12,0,3,2,0.666666667,228,0.0,1,0.0,0.321428571,0,0,26.75,4,1.75
2,2,0,5,4,1,4,1,2,2.0,10,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0
2,2,0,8,3,0,5,3,2,0.0,14,1.0,1,0.8,0.625,0,0,5.5,1,0.5
2,1,0,17,2,1,16,1,2,2.0,2,0.0,0,0.0,0.7,0,0,0.0,1,1.0
9,1,0,1,18,36,1,0,9,2.0,81,0.0,0,0.0,0.111111111,0,0,8.0,2,1.1111
7,3,0,22,28,0,1,21,7,0.0,143,1.0,1,0.934210526,0.285714286,2,7,19.28571429,2,1.1429
7,2,0,8,11,19,4,6,6,0.833333333,39,1.0,1,0.444444444,0.333333333,0,0,4.428571429,1,0.7143
9,2,0,5,13,36,2,3,9,1.125,62,0.0,0,0.3,0.259259259,0,0,5.666666667,1,0.7778
14,3,0,30,79,79,1,29,7,1.030769231,805,0.3,0,0.821917808,0.207142857,2,6,55.78571429,11,3.5714
7,1,0,8,16,0,0,8,7,0.638888889,113,0.666666667,2,0.0,0.357142857,0,0,14.28571429,3,1.2857
4,3,0,4,12,0,1,4,1,0.666666667,58,0.5,0,0.952380952,0.5,2,7,13.0,2,1.0
12,5,0,19,68,36,6,18,0,0.690909091,437,1.0,1,0.983433735,0.3,0,0,35.0,6,1.8333
2,3,0,3,4,0,1,2,1,0.0,14,1.0,1,0.916666667,0.666666667,1,1,5.5,1,0.5
8,1,0,1,42,24,1,0,7,0.714285714,485,1.0,0,0.0,0.346938776,0,0,59.375,11,4.0
3,2,0,5,6,3,4,3,3,2.0,17,0.0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333
4,1,0,10,4,6,9,1,4,2.0,4,0.0,0,0.0,0.55,0,0,0.0,1,1.0
7,3,0,14,27,13,5,11,3,0.722222222,95,1.0,2,0.814814815,0.388888889,1,1,12.14285714,1,0.7143
5,3,0,7,10,0,1,7,4,0.25,43,1.0,1,0.921052632,0.36,1,2,7.4,1,0.6
20,2,0,12,48,0,2,10,18,0.447368421,184,0.0,2,0.540540541,0.258333333,1,1,8.1,2,0.9
1,1,0,3,1,0,1,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
11,4,0,18,26,13,14,5,11,0.1,171,0.0,0,0.764705882,0.545454545,2,2,14.45454545,2,0.9091
1,4,0,0,2,0,0,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0
23,1,1,25,52,181,23,2,14,0.731404959,1489,1.0,0,0.0,0.290909091,0,0,63.26086957,35,6.087
3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333
13,2,0,10,34,26,1,9,9,0.555555556,209,1.0,2,0.388888889,0.307692308,1,1,14.84615385,8,1.3846
5,1,0,3,19,2,0,3,3,0.666666667,157,1.0,1,0.0,0.333333333,0,0,29.8,3,1.0
2,4,0,2,18,0,1,1,2,0.0,102,1.0,0,0.983870968,0.666666667,1,1,49.0,3,1.5
5,1,4,8,6,4,7,1,5,0.5,19,1.0,0,0.0,0.8,0,0,2.6,1,0.8
18,2,0,20,24,133,6,18,18,0.951871658,141,1.0,0,0.585365854,0.130952381,1,1,6.222222222,1,0.9444
49,1,9,16,87,866,15,11,2,0.995138889,2172,0.366666667,20,0.0,0.1875,0,0,42.10204082,24,2.2857
4,1,0,8,14,6,1,7,3,0.666666667,79,0.0,0,0.0,0.333333333,0,0,18.25,2,1.0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
25,2,0,10,73,226,0,10,20,0.8875,436,0.9,2,0.43902439,0.24,1,2,16.04,7,1.56
2,1,0,3,16,1,1,2,2,2.0,231,0.0,0,0.0,0.5,0,0,114.5,17,8.5
5,4,0,3,8,10,0,3,5,2.0,28,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8
6,4,0,4,23,5,0,4,1,0.5,102,1.0,0,0.902439024,0.6,2,2,15.66666667,2,0.8333
10,2,3,5,21,0,4,1,9,0.0,84,1.0,1,0.968253968,0.5,0,0,7.3,1,0.2
53,1,0,32,172,106,2,30,44,0.877622378,1743,0.727272727,4,0.0,0.146449704,0,0,31.67924528,32,2.0943
37,2,0,10,54,348,6,4,35,0.843253968,661,0.928571429,5,0.244444444,0.279279279,1,6,16.48648649,4,1.1351
11,1,2,14,30,15,9,8,7,0.566666667,182,0.0,3,0.0,0.236363636,0,0,15.27272727,3,1.0909
10,1,1,6,41,0,3,3,7,0.333333333,437,0.666666667,1,0.0,0.475,0,0,42.4,1,0.8
9,2,0,4,13,36,2,2,9,1.125,62,0.0,0,0.3,0.333333333,0,0,5.666666667,1,0.7778
8,1,0,26,8,28,24,3,8,2.0,8,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,3,0,0,3,1,0,0,2,2.0,374,0.0,0,0.974358974,1.0,0,0,186.0,1,0.5
11,1,0,7,17,9,4,3,11,0.25,85,1.0,0,0.0,0.522727273,0,0,6.545454545,1,0.6364
6,3,0,7,23,9,1,7,6,0.833333333,134,1.0,1,0.934210526,0.361111111,2,12,20.33333333,1,0.8333
3,1,0,28,3,3,28,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0
25,1,0,50,25,300,49,2,25,1.041666667,28,0.0,0,0.0,0.34,0,0,0.0,1,1.0
4,3,0,9,13,6,0,9,4,2.0,39,0.0,0,0.8,0.583333333,2,2,8.75,1,0.75
1,5,2,6,2,0,4,2,1,2.0,6,0.0,0,1.0,1.0,0,0,5.0,0,0.0
4,1,0,3,5,0,2,1,3,0.111111111,94,1.0,0,0.0,0.5,0,0,21.75,4,2.5
48,2,1,41,121,1072,30,26,47,0.939209726,959,0.857142857,2,0.5,0.179924242,1,9,18.83333333,23,1.9167
4,3,0,5,11,0,1,5,1,0.666666667,74,0.5,0,0.94,0.5,2,12,17.0,2,1.0
17,1,0,4,55,50,0,4,16,0.65625,569,1.0,0,0.0,0.196078431,0,0,32.23529412,14,1.8824
1,5,1,1,2,0,1,0,1,2.0,9,0.0,0,1.0,1.0,0,0,5.0,0,0.0
8,4,0,6,26,22,0,6,6,0.571428571,95,1.0,0,0.928571429,0.40625,1,1,10.75,2,1.0
4,1,0,16,7,4,11,5,4,0.333333333,22,1.0,0,0.0,0.5,0,0,4.25,1,0.75
2,1,0,2,4,1,2,0,1,2.0,39,0.0,0,0.0,0.5,0,0,18.5,3,1.5
9,4,0,9,21,30,1,8,9,0.25,75,1.0,0,0.973544974,0.355555556,2,3,7.222222222,1,0.5556
1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
8,2,0,14,17,0,8,7,6,0.571428571,69,1.0,1,0.65,0.3,1,1,7.375,2,1.0
6,1,0,0,6,15,0,0,6,2.0,6,0.0,0,0.0,0.611111111,0,0,0.0,1,1.0
6,2,0,5,25,3,1,5,4,0.771428571,215,0.857142857,0,0.722222222,0.722222222,1,3,33.66666667,7,3.0
3,1,0,5,7,1,5,0,0,0.5,42,0.0,0,0.0,0.5,0,0,11.66666667,2,0.6667
10,7,0,9,67,19,4,9,3,0.711111111,375,1.0,1,0.986466165,0.26,0,0,36.0,3,1.6
13,4,1,17,51,40,2,15,13,0.638888889,379,0.666666667,3,0.946902655,0.188034188,4,11,27.92307692,2,1.1538
2,4,0,9,14,1,1,8,2,2.0,72,0.0,0,0.979591837,0.75,2,7,35.0,1,0.5
19,2,0,6,33,95,1,5,17,0.847222222,320,0.625,0,0.392857143,0.305263158,1,4,15.42105263,2,0.9474
20,1,0,23,79,102,7,19,8,0.771929825,1583,0.555555556,1,0.0,0.252631579,0,0,77.7,5,1.8
4,4,1,9,8,4,7,4,4,0.666666667,30,1.0,0,0.99086758,0.45,0,0,6.25,1,0.5
16,1,0,2,39,118,0,2,15,0.8,172,1.0,0,0.0,0.125,0,0,9.6875,1,0.875
16,1,3,15,56,86,4,12,6,0.8,375,1.0,2,0.0,0.226666667,0,0,22.25,14,2.0625
3,2,0,4,7,0,1,3,2,0.0,27,1.0,0,0.928571429,0.666666667,1,1,7.666666667,1,0.3333
1,2,0,3,2,0,1,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0
2,2,0,4,8,0,1,3,2,0.0,33,1.0,0,0.977272727,0.625,0,0,15.0,2,1.0
5,2,0,11,24,10,1,10,4,1.0,133,0.0,0,0.764705882,0.5,0,0,25.4,1,0.8
4,1,0,1,11,2,1,0,2,0.777777778,61,0.0,0,0.0,0.5,1,1,13.5,6,2.0
42,1,0,3,72,375,1,2,29,0.780487805,2044,1.0,0,0.0,0.226480836,0,0,47.38095238,33,3.1429
8,1,0,2,14,0,2,0,7,0.357142857,144,1.0,0,0.0,0.625,0,0,16.75,4,1.375
4,1,0,2,5,0,2,0,4,0.333333333,21,1.0,0,0.0,0.75,0,0,4.0,1,0.5
6,1,0,7,16,1,1,6,4,0.833333333,145,0.333333333,2,0.0,0.5,0,0,22.16666667,6,1.6667
16,1,0,3,24,0,2,2,12,0.383333333,361,1.0,2,0.0,0.328125,0,0,21.3125,7,1.75
10,2,7,13,32,0,7,6,8,0.703703704,123,0.666666667,0,0.428571429,0.277777778,0,0,11.0,2,0.9
4,3,0,1,8,4,1,0,4,1.0,82,0.0,0,0.857142857,0.35,2,2,18.5,1,0.75
13,1,0,7,13,78,7,0,13,2.0,13,0.0,0,0.0,0.430769231,0,0,0.0,1,1.0
27,6,0,14,67,273,1,0,20,0.730769231,483,0.666666667,0,0.826666667,0.145061728,4,6,16.66666667,8,1.8519
1,1,0,35,1,0,35,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
2,4,0,5,5,1,0,5,2,2.0,16,0.0,0,0.979591837,0.75,1,6,6.5,1,0.5
25,1,0,91,48,214,89,9,24,0.891666667,494,1.0,1,0.0,0.185454545,0,0,18.36,5,2.2
5,3,0,14,36,8,0,14,5,0.75,322,1.0,0,0.714285714,0.44,1,1,63.2,1,0.8
11,2,0,9,30,17,4,5,8,0.84,1209,0.4,0,0.55,0.287878788,1,4,108.4545455,4,1.7273
2,3,0,0,3,1,0,0,2,2.0,1243,0.0,0,0.974358974,1.0,0,0,620.5,1,0.5
3,2,0,11,14,3,3,8,2,1.0,61,0.0,0,0.894736842,0.466666667,1,3,19.0,1,0.6667
20,2,0,7,29,154,4,4,13,0.967418546,213,0.428571429,2,0.413793103,0.233333333,0,0,8.6,4,1.05
8,3,0,8,28,0,0,8,6,0.678571429,128,1.0,1,0.840909091,0.5,2,4,14.5,3,1.375
9,3,0,7,20,12,5,6,9,0.75,75,1.0,0,0.822222222,0.259259259,0,0,7.0,1,0.8889
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0
3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333
10,4,0,8,23,25,1,7,10,0.555555556,86,0.0,1,0.905263158,0.28,3,22,7.5,2,1.0
9,1,0,7,24,30,1,7,5,0.71875,96,1.0,0,0.0,0.375,0,0,9.222222222,1,0.6667
9,2,0,4,13,30,1,4,9,0.90625,106,0.375,4,0.5,0.388888889,1,2,9.888888889,1,0.7778
3,1,0,1,9,0,1,1,2,0.0,67,1.0,1,0.0,0.5,0,0,20.0,3,1.6667
2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.625,0,0,0.0,1,1.0
5,2,0,6,9,6,5,1,3,0.9,75,0.2,5,0.8,0.416666667,1,1,13.0,1,0.6
10,1,2,15,26,15,10,8,7,0.555555556,163,0.0,3,0.0,0.266666667,0,0,15.0,3,1.1
15,4,1,9,26,57,6,4,14,0.821428571,200,0.875,3,0.848837209,0.383333333,2,6,11.8,2,1.5333
13,2,0,5,35,6,3,2,9,0.333333333,281,1.0,0,0.571428571,0.564102564,1,2,20.53846154,4,1.8462
3,2,0,3,5,3,1,2,0,2.0,24,0.0,0,0.5,0.555555556,0,0,7.0,2,1.3333
6,1,0,5,6,15,4,1,6,2.0,6,0.0,0,0.0,0.555555556,0,0,0.0,1,1.0
1,3,0,2,2,0,0,2,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0
3,1,0,7,8,0,1,6,3,0.5,39,1.0,0,0.0,0.555555556,0,0,11.33333333,1,0.6667
4,3,0,4,21,4,1,3,3,0.555555556,206,0.333333333,0,0.769230769,0.458333333,1,1,49.0,21,5.75
11,1,0,4,15,21,1,3,11,0.533333333,90,1.0,0,0.0,0.454545455,0,0,6.909090909,1,0.6364
3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333
1,4,1,0,2,0,0,0,1,2.0,24,0.0,0,1.0,1.0,0,0,7.0,0,0.0
12,1,0,3,19,42,1,2,9,0.818181818,159,0.5,0,0.0,0.361111111,0,0,11.91666667,5,1.6667
9,5,2,25,29,22,3,23,9,0.75,214,1.0,1,0.925233645,0.259259259,3,4,22.44444444,2,1.0
22,1,1,5,38,67,2,3,21,0.873015873,384,0.166666667,2,0.0,0.327272727,0,0,16.18181818,8,1.5455
36,1,0,23,77,92,18,5,8,0.776870748,1568,0.523809524,1,0.0,0.182857143,1,1,41.97222222,4,1.3056
5,2,0,6,15,0,3,3,4,0.25,72,1.0,1,0.4,0.466666667,0,0,13.2,3,1.2
23,2,0,8,41,0,1,7,21,0.830578512,349,0.636363636,5,0.34375,0.217391304,1,4,13.69565217,2,0.9565
1,6,1,3,2,0,2,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0
4,1,0,6,33,0,1,5,2,0.333333333,157,1.0,1,0.0,0.533333333,0,0,37.5,2,0.75
9,2,0,23,69,12,4,23,1,0.75,519,1.0,4,0.428571429,0.234567901,0,0,55.88888889,16,3.6667
15,2,0,10,32,53,5,5,12,0.714285714,209,0.75,0,0.458333333,0.20952381,1,4,12.66666667,2,1.2667
2,2,0,17,28,1,1,16,1,2.0,235,0.0,0,0.944444444,0.625,1,1,116.5,1,0.5
8,1,0,4,20,26,0,4,7,0.714285714,83,1.0,1,0.0,0.25,0,0,9.25,2,1.0
3,1,0,7,15,3,1,6,1,2.0,112,0.0,0,0.0,0.444444444,0,0,36.33333333,1,0.6667
3,1,0,3,8,0,3,0,3,0.0,24,0.0,0,0.0,0.666666667,0,0,6.666666667,1,0.6667
11,6,0,8,53,25,2,8,1,0.716666667,349,1.0,0,0.985272459,0.5,3,5,30.18181818,6,1.9091
7,2,0,8,15,0,0,8,6,0.5,67,0.5,0,0.666666667,0.333333333,0,0,8.285714286,1,0.1429
4,3,0,5,9,4,0,5,3,0.666666667,30,1.0,0,0.6,0.666666667,0,0,6.25,1,0.5
9,3,1,6,21,2,3,4,7,0.475,278,1.0,1,0.533333333,0.355555556,1,3,29.33333333,1,0.7778
9,5,0,30,19,0,25,5,9,0.625,204,1.0,0,0.777777778,0.355555556,0,0,21.11111111,1,0.4444
11,2,0,11,40,0,7,4,10,0.73,584,0.2,1,0.272727273,0.266666667,0,0,51.18181818,10,4.0909
3,1,0,3,4,3,3,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0
14,1,0,10,42,73,0,10,10,0.461538462,192,1.0,0,0.0,0.306122449,0,0,12.57142857,2,1.0714
3,6,0,6,18,3,5,2,1,2.0,66,0.0,0,0.997382199,0.444444444,0,0,21.0,2,1.0
6,1,0,48,6,15,45,4,6,2.0,6,0.0,0,0.0,0.416666667,0,0,0.0,1,1.0
47,2,8,34,97,1045,15,32,41,0.898550725,535,0.833333333,3,0.357142857,0.094680851,0,0,10.25531915,2,0.9787
25,4,0,18,73,200,1,0,18,0.854166667,666,1.0,0,0.736263736,0.38,0,0,25.32,13,1.92
7,1,0,8,109,21,0,8,2,2.0,2034,0.0,0,0.0,0.2,0,0,289.5714286,138,20.4286
11,1,0,1,15,0,1,0,11,0.45,286,1.0,0,0.0,0.606060606,0,0,24.63636364,4,2.1818
4,1,0,2,18,0,1,1,4,0.222222222,129,1.0,1,0.0,0.4375,1,1,30.5,6,2.5
1,1,0,0,2,0,0,0,1,2.0,22,0.0,0,0.0,1.0,0,0,3.0,0,0.0
3,1,0,6,6,3,0,6,3,2.0,41,0.0,0,0.0,0.444444444,0,0,12.66666667,6,2.3333
2,1,0,15,14,1,8,10,2,2.0,91,0.0,0,0.0,0.5,0,0,44.5,7,3.5
3,1,0,3,5,3,3,0,2,2.0,43,0.0,0,0.0,0.5,0,0,13.33333333,1,0.6667
17,2,0,6,33,40,1,5,15,0.830357143,250,0.571428571,2,0.44,0.376470588,1,6,13.29411765,2,0.8824
8,1,0,7,12,20,1,6,8,0.333333333,464,1.0,2,0.0,0.464285714,0,0,56.25,1,0.625
